y_tile,x_tile,CBG Code
108390,59387,480291219082
108391,59386,480291219082
108391,59387,480291219082
108392,59386,480291219082
108392,59387,480291219082
108392,59388,480291219082
108393,59386,480291219082
108393,59387,480291219082
108393,59388,480291219082
108394,59385,480291219082
108394,59386,480291219082
108395,59385,480291219082
108395,59386,480291219082
108396,59384,480291219082
108396,59385,480291219082
108397,59384,480291219082
108397,59385,480291219082
108398,59383,480291219082
108398,59384,480291219082
108398,59385,480291219082
108411,59381,480291219112
108412,59381,480291219112
108412,59382,480291219112
108413,59381,480291219112
108413,59382,480291219112
108413,59383,480291219112
108414,59381,480291219112
108414,59382,480291219112
108414,59383,480291219112
108415,59381,480291219112
108415,59382,480291219112
108415,59383,480291219112
108415,59384,480291219112
108415,59385,480291219112
108416,59381,480291219112
108416,59382,480291219112
108416,59383,480291219112
108416,59384,480291219112
108416,59385,480291219112
108417,59380,480291219112
108424,59250,480291918071
108425,59250,480291918071
108425,59251,480291918071
108425,59252,480291918071
108425,59253,480291918071
108425,59254,480291918071
108425,59255,480291918071
108425,59256,480291918071
108425,59257,480291918071
108425,59258,480291918071
108425,59259,480291918071
108425,59260,480291918071
108425,59261,480291918071
108425,59352,480291918093
108426,59254,480291918071
108426,59255,480291918071
108426,59256,480291918071
108426,59257,480291918071
108426,59258,480291918071
108426,59259,480291918071
108426,59260,480291918071
108426,59350,480291918093
108426,59351,480291918093
108426,59352,480291918093
108427,59348,480291918093
108427,59349,480291918093
108427,59350,480291918093
108427,59351,480291918093
108427,59352,480291918093
108428,59346,480291918093
108428,59347,480291918093
108428,59348,480291918093
108428,59349,480291918093
108428,59350,480291918093
108428,59351,480291918093
108428,59352,480291918093
108429,59344,480291918093
108429,59345,480291918093
108429,59346,480291918093
108429,59347,480291918093
108432,59380,480291918081
108433,59381,480291918082
108433,59382,480291918082
108434,59381,480291918082
108434,59382,480291918082
108435,59381,480291918082
108435,59382,480291918082
108436,59249,480291819021
108436,59250,480291819021
108436,59263,480291918073
108436,59352,480291918121
108436,59380,480291918082
108436,59381,480291918082
108436,59382,480291918082
108437,59249,480291819021
108437,59250,480291819021
108437,59251,480291819021
108437,59262,480291918073
108437,59263,480291918073
