y_tile,x_tile
105492,45865
105492,45866
105492,45867
105492,45868
105493,45864
105493,45865
105493,45866
105493,45867
105493,45868
105494,45862
105494,45863
105494,45864
105494,45865
105494,45866
105494,45867
105494,45868
105495,45861
105495,45862
105495,45863
105495,45864
105495,45865
105495,45866
105495,45867
105495,45868
105496,45860
105496,45861
105496,45862
105496,45863
105496,45864
105496,45865
105496,45866
105496,45867
105496,45868
105496,45869
105496,45876
105496,45877
105496,45878
105496,45879
105496,45880
105496,45881
105496,45882
105496,45883
105496,45884
105496,45885
105496,45886
105496,45887
105496,45888
105496,45889
105497,45860
105497,45861
105497,45862
105497,45863
105497,45864
105497,45865
105497,45866
105497,45867
105497,45868
105497,45869
105497,45876
105497,45877
105497,45878
105497,45879
105497,45880
105497,45881
105497,45882
105497,45883
105497,45884
105497,45885
105497,45886
105497,45887
105497,45888
105497,45889
105498,45860
105498,45861
105498,45862
105498,45863
105498,45864
105498,45865
105498,45866
105498,45867
105498,45868
105498,45869
105498,45876
105498,45877
105498,45878
105498,45879
105498,45880
105498,45881
105498,45882
105498,45883
105498,45884
105498,45885
105498,45886
105498,45887
105498,45888
105498,45889
105499,45859
105499,45860
105499,45861
105499,45862
105499,45863
105499,45864
105499,45865
105499,45866
105499,45867
105499,45868
105499,45869
105499,45873
105499,45874
105499,45875
105499,45876
105499,45877
105499,45878
105499,45879
105499,45880
105499,45881
105499,45882
105499,45883
105499,45884
105499,45885
105499,45886
105499,45887
105499,45888
105499,45889
105499,45890
105499,45891
105499,45892
105499,45893
105499,45894
105499,45895
105499,45896
105499,45897
105499,45898
105499,45899
105499,45900
105499,45901
105500,45857
105500,45858
105500,45859
105500,45860
105500,45861
105500,45862
105500,45863
105500,45864
105500,45865
105500,45866
105500,45867
105500,45868
105500,45869
105500,45873
105500,45874
105500,45875
105500,45876
105500,45877
105500,45878
105500,45879
105500,45880
105500,45881
105500,45882
105500,45883
105500,45884
105500,45885
105500,45886
105500,45887
105500,45888
105500,45889
105500,45890
105500,45891
105500,45892
105500,45893
105500,45894
105500,45895
105500,45896
105500,45897
105500,45898
105500,45899
105500,45900
105500,45901
105501,45857
105501,45858
105501,45859
105501,45860
105501,45861
105501,45862
105501,45863
105501,45864
105501,45865
105501,45866
105501,45867
105501,45868
105501,45869
105501,45873
105501,45874
105501,45875
105501,45876
105501,45877
105501,45878
105501,45879
105501,45880
105501,45881
105501,45882
105501,45883
105501,45884
105501,45885
105501,45886
105501,45887
105501,45888
105501,45889
105501,45890
105501,45891
105501,45892
105501,45893
105501,45894
105501,45895
105501,45896
105501,45897
105501,45898
105501,45899
105501,45900
105501,45901
105502,45857
105502,45858
105502,45859
105502,45860
105502,45861
105502,45862
105502,45863
105502,45864
105502,45865
105502,45866
105502,45867
105502,45868
105502,45869
105502,45873
105502,45874
105502,45875
105502,45876
105502,45877
105502,45878
105502,45879
105502,45880
105502,45881
105502,45882
105502,45883
105502,45884
105502,45885
105502,45886
105502,45887
105502,45888
105502,45889
105502,45890
105502,45891
105502,45892
105502,45893
105502,45894
105502,45895
105502,45896
105502,45897
105502,45898
105502,45899
105502,45900
105502,45901
105503,45857
105503,45858
105503,45859
105503,45860
105503,45861
105503,45862
105503,45863
105503,45864
105503,45865
105503,45866
105503,45867
105503,45868
105503,45869
105503,45870
105503,45871
105503,45872
105503,45873
105503,45874
105503,45875
105503,45876
105503,45877
105503,45878
105503,45879
105503,45880
105503,45881
105503,45882
105503,45883
105503,45884
105503,45885
105503,45886
105503,45887
105503,45888
105503,45889
105503,45890
105503,45891
105503,45892
105503,45893
105503,45894
105503,45895
105503,45896
105503,45897
105503,45898
105503,45899
105503,45900
105503,45901
105504,45857
105504,45858
105504,45859
105504,45860
105504,45861
105504,45862
105504,45863
105504,45864
105504,45865
105504,45866
105504,45867
105504,45868
105504,45869
105504,45870
105504,45871
105504,45872
105504,45873
105504,45874
105504,45875
105504,45876
105504,45877
105504,45878
105504,45879
105504,45880
105504,45881
105504,45882
105504,45883
105504,45884
105504,45885
105504,45886
105504,45887
105504,45888
105504,45889
105504,45890
105504,45891
105504,45892
105504,45893
105504,45894
105504,45895
105504,45896
105504,45897
105504,45898
105504,45899
105504,45900
105504,45901
105505,45857
105505,45858
105505,45859
105505,45860
105505,45861
105505,45862
105505,45863
105505,45864
105505,45865
105505,45866
105505,45867
105505,45868
105505,45869
105505,45870
105505,45871
105505,45872
105505,45873
105505,45874
105505,45875
105505,45876
105505,45877
105505,45878
105505,45879
105505,45880
105505,45881
105505,45882
105505,45883
105505,45884
105505,45885
105505,45886
105505,45887
105505,45888
105505,45889
105505,45890
105505,45891
105505,45892
105505,45893
105505,45894
105505,45895
105505,45896
105505,45897
105505,45898
105505,45899
105505,45900
105505,45901
105505,45907
105505,45908
105505,45909
105505,45910
105505,45911
105505,45912
105505,45913
105505,45914
105505,45915
105505,45916
105505,45917
105506,45855
105506,45856
105506,45857
105506,45858
105506,45859
105506,45860
105506,45861
105506,45862
105506,45863
105506,45864
105506,45865
105506,45866
105506,45867
105506,45868
105506,45869
105506,45870
105506,45871
105506,45872
105506,45873
105506,45874
105506,45875
105506,45876
105506,45877
105506,45878
105506,45879
105506,45880
105506,45881
105506,45882
105506,45883
105506,45884
105506,45885
105506,45886
105506,45887
105506,45888
105506,45889
105506,45890
105506,45891
105506,45892
105506,45893
105506,45894
105506,45895
105506,45896
105506,45897
105506,45898
105506,45899
105506,45900
105506,45901
105506,45907
105506,45908
105506,45909
105506,45910
105506,45911
105506,45912
105506,45913
105506,45914
105506,45915
105506,45916
105506,45917
105507,45857
105507,45858
105507,45859
105507,45860
105507,45861
105507,45862
105507,45863
105507,45864
105507,45865
105507,45866
105507,45867
105507,45868
105507,45869
105507,45870
105507,45871
105507,45872
105507,45873
105507,45874
105507,45875
105507,45876
105507,45877
105507,45878
105507,45879
105507,45880
105507,45881
105507,45882
105507,45883
105507,45884
