City Name,CBG Code,Year,Median Household Income,Population Above Poverty,Population Below Poverty,Population With A Ratio Of Income To Poverty Level Below 0.5,Population With A Ratio Of Income To Poverty Level Between 0.5 And 0.99
Chicago city,170317202002,2021,66920,785,203,80,123
Chicago city,170317202003,2021,108570,2233,66,7,59
Chicago city,170317203001,2021,99844,790,26,26,0
Chicago city,170317203002,2021,125417,662,80,80,0
Chicago city,170317203003,2021,132353,1437,40,39,1
Chicago city,170317203004,2021,124722,692,59,59,0
Chicago city,170317204001,2021,149706,786,0,0,0
Chicago city,170317204002,2021,87500,1051,57,12,45
Chicago city,170317205001,2021,186250,628,20,20,0
Chicago city,170317205002,2021,96875,1278,10,4,6
Chicago city,170317206001,2021,111042,871,99,21,78
Chicago city,170317206002,2021,136591,795,12,0,12
Chicago city,170317207001,2021,53165,1058,103,63,40
Chicago city,170317207002,2021,110405,865,14,14,0
Chicago city,170317207003,2021,182656,940,13,13,0
Chicago city,170317301001,2021,61417,1022,199,123,76
Chicago city,170317301002,2021,70625,769,5,2,3
Chicago city,170317301003,2021,41724,511,242,23,219
Chicago city,170317302011,2021,69103,857,69,68,1
Chicago city,170317302012,2021,31714,784,235,35,200
Chicago city,170317302013,2021,22191,676,351,0,351
Chicago city,170317302015,2021,87250,1186,25,0,25
Chicago city,170317302021,2021,65774,885,97,25,72
Chicago city,170317302022,2021,69821,1133,87,87,0
Chicago city,170317302023,2021,76289,601,9,9,0
Chicago city,170317303001,2021,41571,897,114,38,76
Chicago city,170317304001,2021,103300,1097,262,157,105
Chicago city,170317304002,2021,102604,1038,166,166,0
Chicago city,170317304003,2021,58500,388,45,0,45
Chicago city,170317305001,2021,59447,1298,189,70,119
Chicago city,170317305002,2021,53393,237,106,1,105
Chicago city,170317305003,2021,31830,683,404,148,256
Chicago city,170317305004,2021,63715,1086,294,285,9
Chicago city,170317306001,2021,70313,695,195,31,164
Chicago city,170317306002,2021,61759,1202,284,284,0
Chicago city,170317306003,2021,46354,1179,350,230,120
Chicago city,170317307001,2021,58319,869,272,43,229
Chicago city,170317401001,2021,140781,512,0,0,0
Chicago city,170317401003,2021,106722,619,0,0,0
Chicago city,170317401004,2021,86902,1084,255,210,45
Chicago city,170317402002,2021,140341,987,22,13,9
Chicago city,170317402003,2021,110673,1770,63,35,28
Chicago city,170317402004,2021,133214,1872,91,57,34
Chicago city,170317403001,2021,111910,968,0,0,0
Chicago city,170317403002,2021,134573,1037,3,1,2
Chicago city,170317403003,2021,160313,1042,8,8,0
Chicago city,170317403004,2021,68693,926,8,8,0
Chicago city,170317403005,2021,170096,1025,0,0,0
Chicago city,170317404001,2021,115278,928,20,0,20
Chicago city,170317404002,2021,111750,751,0,0,0
Chicago city,170317404003,2021,71394,2216,77,62,15
Chicago city,170317404004,2021,96875,746,0,0,0
Chicago city,170317501001,2021,75952,1065,38,26,12
Chicago city,170317501002,2021,102267,857,60,30,30
Chicago city,170317501004,2021,30563,747,346,301,45
Chicago city,170317502001,2021,77787,712,46,0,46
Chicago city,170317502003,2021,119531,681,0,0,0
Chicago city,170317502004,2021,50362,795,11,11,0
Chicago city,170317503001,2021,136806,924,0,0,0
Chicago city,170317503002,2021,89271,776,33,9,24
Chicago city,170317503003,2021,79643,842,24,24,0
Chicago city,170317504001,2021,95909,1379,73,73,0
Chicago city,170317504002,2021,119231,703,33,33,0
Chicago city,170317504003,2021,102905,661,53,46,7
Chicago city,170317505001,2021,49125,1503,151,54,97
Chicago city,170317505002,2021,78929,519,2,2,0
Chicago city,170317505003,2021,39837,1463,381,150,231
Chicago city,170317505004,2021,64558,691,182,150,32
Chicago city,170317506001,2021,59432,978,178,169,9
Chicago city,170317506002,2021,31985,603,253,6,247
Chicago city,170317506003,2021,46650,674,370,64,306
Chicago city,170317506004,2021,65709,753,83,68,15
Chicago city,170317608011,2021,71063,2857,451,143,308
Chicago city,170317608012,2021,77928,1360,146,84,62
Chicago city,170317608021,2021,66193,1976,375,303,72
Chicago city,170317608031,2021,62328,1776,101,28,73
Chicago city,170317608033,2021,44574,1372,19,0,19
Chicago city,170317706022,2021,74417,1728,72,72,0
Chicago city,170317707002,2021,54496,1109,176,76,100
Chicago city,170318104003,2021,115063,2309,87,32,55
Chicago city,170318233041,2021,43125,427,27,12,15
Chicago city,170318305002,2021,36354,1304,330,165,165
Chicago city,170318305003,2021,45938,720,144,144,0
Chicago city,170318306001,2021,86122,886,227,24,203
Chicago city,170318306002,2021,46176,1364,177,17,160
Chicago city,170318306003,2021,48977,910,352,186,166
Chicago city,170318306004,2021,80697,1004,29,0,29
Chicago city,170318307001,2021,73173,737,84,49,35
Chicago city,170318307002,2021,98977,519,179,87,92
Chicago city,170318307004,2021,57949,878,321,236,85
Chicago city,170318308001,2021,100362,897,26,7,19
Chicago city,170318308002,2021,110104,698,20,20,0
Chicago city,170318308003,2021,65547,916,55,19,36
Chicago city,170318309001,2021,131779,1332,62,0,62
Chicago city,170318309002,2021,122426,867,3,2,1
Chicago city,170318309003,2021,82443,590,93,7,86
Chicago city,170318310001,2021,173272,1090,15,15,0
Chicago city,170318310002,2021,155375,1062,65,0,65
Chicago city,170318311002,2021,158327,2268,54,20,34
Chicago city,170318311003,2021,82763,1294,105,83,22
Chicago city,170318311004,2021,92639,2405,438,279,159
Chicago city,170318312001,2021,51488,786,13,0,13
Chicago city,170318312002,2021,42946,2008,117,19,98
Chicago city,170318312003,2021,57548,1560,371,59,312
Chicago city,170318313001,2021,46208,719,361,10,351
Chicago city,170318314001,2021,65391,393,32,32,0
Chicago city,170318314002,2021,29375,1489,646,200,446
Chicago city,170318315001,2021,65789,2549,317,234,83
Chicago city,170318315002,2021,68750,882,137,34,103
Chicago city,170318316001,2021,81667,1654,102,18,84
Chicago city,170318316003,2021,30135,594,162,139,23
Chicago city,170318316004,2021,28956,1833,35,15,20
Chicago city,170318316005,2021,79519,1388,101,0,101
Chicago city,170318317001,2021,40353,1889,293,103,190
Chicago city,170318318001,2021,97381,762,0,0,0
Chicago city,170318318002,2021,71176,920,166,105,61
Chicago city,170318318003,2021,53819,1251,346,107,239
Chicago city,170318318004,2021,59875,1627,215,75,140
Chicago city,170318318005,2021,64000,1209,66,66,0
Chicago city,170318319001,2021,134833,1539,143,62,81
Chicago city,170318319002,2021,135438,1401,179,165,14
Chicago city,170318320001,2021,126875,1604,170,104,66
Chicago city,170318321001,2021,69375,1539,491,315,176
Chicago city,170318321002,2021,127083,818,44,36,8
Chicago city,170318321003,2021,88750,641,25,17,8
Chicago city,170318322001,2021,89722,707,17,10,7
Chicago city,170318322002,2021,137342,1558,97,66,31
Chicago city,170318322003,2021,141429,442,17,17,0
Chicago city,170318323001,2021,117015,1776,134,51,83
Chicago city,170318324001,2021,118235,1760,118,60,58
Chicago city,170318324002,2021,123974,1306,68,57,11
Chicago city,170318325001,2021,110341,952,184,26,158
Chicago city,170318325002,2021,178906,1730,200,167,33
Chicago city,170318326001,2021,159583,1078,35,20,15
Chicago city,170318326002,2021,149500,832,52,17,35
Chicago city,170318326003,2021,202375,2334,92,60,32
Chicago city,170318329001,2021,61071,718,329,273,56
Chicago city,170318330001,2021,177990,3051,216,150,66
Chicago city,170318330002,2021,155179,1639,195,148,47
Chicago city,170318331001,2021,126362,861,131,131,0
Chicago city,170318331002,2021,160417,2371,158,115,43
Chicago city,170318331003,2021,158630,1872,0,0,0
Chicago city,170318333001,2021,69659,1766,1060,914,146
Chicago city,170318339001,2021,39531,1010,887,447,440
Chicago city,170318339002,2021,28750,526,394,190,204
Chicago city,170318340001,2021,34223,1876,533,332,201
Chicago city,170318340002,2021,57674,613,124,35,89
Chicago city,170318342003,2021,59136,1683,297,199,98
Chicago city,170318342004,2021,95893,454,28,28,0
Chicago city,170318343002,2021,18561,562,833,276,557
Chicago city,170318343003,2021,77577,622,4,3,1
Chicago city,170318343005,2021,99386,1143,0,0,0
Chicago city,170318343006,2021,61217,1179,73,73,0
Chicago city,170318344001,2021,60568,907,151,25,126
Chicago city,170318344002,2021,69120,1203,133,84,49
Chicago city,170318344003,2021,21148,1296,355,92,263
Chicago city,170318345001,2021,34261,842,580,279,301
Chicago city,170318346001,2021,22232,321,462,215,247
Chicago city,170318346002,2021,25357,457,347,105,242
Chicago city,170318347001,2021,20735,174,116,106,10
Chicago city,170318347003,2021,35272,326,130,23,107
Chicago city,170318348001,2021,19621,250,76,38,38
Chicago city,170318348002,2021,11364,356,405,249,156
Chicago city,170318348003,2021,29821,449,167,37,130
Chicago city,170318349001,2021,38261,183,35,16,19
Chicago city,170318349002,2021,12204,310,484,224,260
Chicago city,170318350001,2021,21268,490,865,196,669
Chicago city,170318350002,2021,29732,939,198,47,151
Chicago city,170318350003,2021,52125,1421,127,81,46
Chicago city,170318350005,2021,58405,393,192,38,154
Chicago city,170318351001,2021,41500,623,352,38,314
Chicago city,170318351002,2021,38314,868,265,130,135
Chicago city,170318352001,2021,75750,2002,155,58,97
Chicago city,170318355001,2021,12054,321,393,85,308
Chicago city,170318355002,2021,22000,308,353,59,294
Chicago city,170318356001,2021,11813,253,194,65,129
Chicago city,170318356002,2021,20417,251,140,45,95
Chicago city,170318358001,2021,84904,1361,424,30,394
Chicago city,170318360002,2021,159609,1022,65,27,38
Chicago city,170318360003,2021,43047,405,221,113,108
Chicago city,170318361001,2021,15652,332,473,324,149
Chicago city,170318362001,2021,137083,265,40,33,7
Chicago city,170318363001,2021,58319,451,358,264,94
Chicago city,170318363002,2021,54583,689,211,169,42
Chicago city,170318364001,2021,17008,627,801,495,306
Chicago city,170318364002,2021,19231,686,231,29,202
Chicago city,170318364003,2021,81184,1259,287,93,194
Chicago city,170318365001,2021,49188,575,146,46,100
Chicago city,170318365002,2021,85147,743,222,135,87
Chicago city,170318366002,2021,54397,940,134,0,134
Chicago city,170318367002,2021,47067,780,275,137,138
Chicago city,170318368001,2021,25958,485,941,76,865
Chicago city,170318368002,2021,11029,430,778,302,476
Chicago city,170318369002,2021,21585,242,563,353,210
Chicago city,170318370001,2021,11206,307,313,119,194
Chicago city,170318370002,2021,55112,988,257,74,183
Chicago city,170318371001,2021,18906,256,166,71,95
Chicago city,170318371002,2021,50536,877,355,226,129
Chicago city,170318373001,2021,11552,351,821,597,224
Chicago city,170318373002,2021,30000,707,537,264,273
Chicago city,170318374002,2021,34464,508,531,352,179
Chicago city,170318378001,2021,70057,1054,230,88,142
Chicago city,170318378002,2021,33491,730,402,245,157
Chicago city,170318380001,2021,100833,881,145,117,28
Chicago city,170318380002,2021,14069,961,625,365,260
Chicago city,170318381001,2021,54118,90,25,16,9
Chicago city,170318381002,2021,14621,874,580,216,364
Chicago city,170318382001,2021,95263,742,111,67,44
Chicago city,170318383001,2021,90184,1062,176,46,130
Chicago city,170318383002,2021,129792,711,31,21,10
Chicago city,170318386001,2021,20097,436,450,232,218
Chicago city,170318386002,2021,16719,317,304,187,117
Chicago city,170318387001,2021,18990,847,585,346,239
Chicago city,170318387002,2021,33942,765,796,18,778
Chicago city,170318387003,2021,36923,551,57,4,53
Chicago city,170318388001,2021,40938,468,98,0,98
Chicago city,170318388002,2021,24708,1403,1118,587,531
Chicago city,170318390001,2021,121367,2971,110,110,0
Chicago city,170318390002,2021,74827,3739,916,635,281
Chicago city,170318390003,2021,87579,778,280,79,201
Chicago city,170318390004,2021,129155,1175,39,0,39
Chicago city,170318391001,2021,112404,4189,526,456,70
Chicago city,170318391002,2021,112068,2012,182,165,17
Chicago city,170318392001,2021,48712,971,281,268,13
Chicago city,170318392002,2021,33608,760,438,204,234
Chicago city,170318396001,2021,34740,690,103,12,91
Chicago city,170318396002,2021,88409,756,283,175,108
Chicago city,170318397001,2021,100625,1994,117,112,5
Chicago city,170318397002,2021,88359,1256,116,99,17
Chicago city,170318397003,2021,73365,1401,127,56,71
Chicago city,170318398001,2021,42407,308,117,117,0
Chicago city,170318398002,2021,80089,1120,98,49,49
Chicago city,170318398003,2021,69219,903,128,0,128
Chicago city,170318399001,2021,61576,644,225,157,68
Chicago city,170318399002,2021,95564,1666,96,36,60
Chicago city,170318399003,2021,79335,852,63,42,21
Chicago city,170318399005,2021,54740,410,79,64,15
Chicago city,170318400001,2021,119313,1392,221,139,82
Chicago city,170318400002,2021,70446,948,170,0,170
Chicago city,170318401001,2021,57386,883,161,122,39
Chicago city,170318401002,2021,62051,1873,199,78,121
Chicago city,170318402001,2021,42188,1621,694,386,308
Chicago city,170318403002,2021,65050,528,171,19,152
Chicago city,170318403003,2021,67727,2403,53,18,35
Chicago city,170318404001,2021,75243,1484,189,17,172
Chicago city,170318404002,2021,59886,1475,279,66,213
Chicago city,170318407001,2021,47587,531,197,0,197
Chicago city,170318407002,2021,81414,790,0,0,0
Chicago city,170318407003,2021,96917,2083,515,487,28
Chicago city,170318408001,2021,33783,907,578,237,341
Chicago city,170318408002,2021,52024,1383,505,58,447
Chicago city,170318410001,2021,96000,873,216,124,92
Chicago city,170318411002,2021,72554,1413,237,196,41
Chicago city,170318411003,2021,65134,1644,531,121,410
Chicago city,170318411004,2021,14904,992,318,2,316
Chicago city,170318412001,2021,56528,1077,61,17,44
Chicago city,170318412002,2021,63210,989,124,0,124
Chicago city,170318412003,2021,52995,1973,197,103,94
Chicago city,170318413001,2021,75202,897,140,68,72
Chicago city,170318413002,2021,45640,1401,235,108,127
Chicago city,170318413003,2021,101827,1010,141,84,57
Chicago city,170318415001,2021,28393,758,590,280,310
Chicago city,170318415002,2021,31071,649,258,185,73
Chicago city,170318417001,2021,17266,696,427,253,174
Chicago city,170318418001,2021,53854,537,150,119,31
Chicago city,170318418002,2021,31875,1058,736,458,278
Chicago city,170318419001,2021,114811,1246,41,41,0
Chicago city,170318419002,2021,121213,1595,529,348,181
Chicago city,170318420001,2021,97109,547,200,190,10
Chicago city,170318420002,2021,116161,159,48,48,0
Chicago city,170318421001,2021,42449,1409,315,199,116
Chicago city,170318421002,2021,67019,751,73,45,28
Chicago city,170318421003,2021,77809,739,143,23,120
Chicago city,170318421004,2021,45294,1211,194,10,184
Chicago city,170318421005,2021,65789,622,78,0,78
Chicago city,170318421006,2021,38442,1118,86,0,86
Chicago city,170318422001,2021,90078,3427,243,60,183
Chicago city,170318423001,2021,106250,1378,215,145,70
Chicago city,170318423002,2021,158988,1903,182,163,19
Chicago city,170318424001,2021,29412,361,223,173,50
Chicago city,170318424002,2021,62153,2113,311,166,145
Chicago city,170318425001,2021,23884,1327,1002,403,599
Chicago city,170318426001,2021,74167,898,359,197,162
Chicago city,170318426002,2021,66063,765,181,20,161
Chicago city,170318426003,2021,82244,966,121,22,99
Chicago city,170318426004,2021,99881,1149,11,11,0
Chicago city,170318428001,2021,46111,490,265,247,18
Chicago city,170318428002,2021,73858,1181,273,0,273
Chicago city,170318428003,2021,43000,646,0,0,0
Chicago city,170318428005,2021,32380,1024,393,14,379
Chicago city,170318428006,2021,28997,741,852,224,628
Chicago city,170318429001,2021,28125,1673,1276,401,875
Chicago city,170318430001,2021,17250,634,621,312,309
Chicago city,170318430002,2021,28913,767,487,340,147
Chicago city,170318431001,2021,23382,412,512,194,318
Chicago city,170318431002,2021,77308,483,105,7,98
Chicago city,170318432001,2021,57721,1018,259,96,163
Chicago city,170318432002,2021,65577,871,122,85,37
Chicago city,170318433001,2021,21583,792,690,486,204
Chicago city,170318434001,2021,34212,795,304,96,208
Chicago city,170318435001,2021,33906,503,294,181,113
Chicago city,170318436001,2021,52050,1402,229,117,112
Chicago city,170318436002,2021,36953,1158,380,144,236
Chicago city,170318437001,2021,161522,1184,160,22,138
Chicago city,170318437002,2021,173000,1127,11,11,0
Chicago city,170318438002,2021,29243,383,80,0,80
Chicago city,170318439002,2021,12852,156,101,15,86
Chicago city,170318439003,2021,48750,735,173,24,149
Chicago city,170318439004,2021,72313,670,27,16,11
Chicago city,170318439005,2021,54042,548,155,141,14
Chicago city,170438400002,2021,66367,1230,241,70,171
New York city,360050425006,2021,36071,206,85,0,85
New York city,360050426001,2021,127743,1648,14,14,0
New York city,360050426002,2021,50673,976,77,0,77
New York city,360050426003,2021,102199,1249,5,5,0
New York city,360050426004,2021,75848,946,212,140,72
New York city,360050426005,2021,71875,1056,31,31,0
New York city,360050428002,2021,88631,954,135,135,0
New York city,360050429011,2021,43152,844,454,295,159
New York city,360050429012,2021,53516,594,334,14,320
New York city,360050429013,2021,22700,522,500,181,319
New York city,360050429021,2021,40811,2050,362,213,149
New York city,360050429023,2021,46477,587,228,99,129
New York city,360050430001,2021,99115,1289,160,36,124
New York city,360050430002,2021,55478,848,247,70,177
New York city,360050434001,2021,74664,1110,21,0,21
New York city,360050434002,2021,129946,909,143,143,0
New York city,360050434003,2021,141098,434,55,0,55
New York city,360050434004,2021,75294,887,321,161,160
New York city,360050436001,2021,78175,1017,167,149,18
New York city,360050442001,2021,31972,860,448,425,23
New York city,360050442002,2021,69693,777,77,0,77
New York city,360050442003,2021,70951,556,54,54,0
New York city,360050442004,2021,6152,85,777,777,0
New York city,360050442005,2021,36684,361,113,36,77
New York city,360050444001,2021,106821,1512,18,18,0
New York city,360050444002,2021,99375,776,137,0,137
New York city,360050444003,2021,73750,999,96,79,17
New York city,360050444004,2021,58781,794,383,35,348
New York city,360050448001,2021,100729,1181,196,39,157
New York city,360050448002,2021,108750,727,121,110,11
New York city,360050449011,2021,90536,1002,24,2,22
New York city,360050449012,2021,88750,897,72,10,62
New York city,360050449021,2021,110511,962,171,62,109
New York city,360050449022,2021,84338,978,35,27,8
New York city,360050451011,2021,75000,445,30,8,22
New York city,360050451012,2021,54551,999,6,0,6
New York city,360050451021,2021,137950,833,12,1,11
New York city,360050451022,2021,83069,1238,76,28,48
New York city,360050456001,2021,89563,1283,13,13,0
New York city,360050456002,2021,116208,1327,83,56,27
New York city,360050458002,2021,30705,986,630,301,329
New York city,360050458004,2021,25184,1782,904,143,761
New York city,360050460001,2021,39534,1624,623,379,244
New York city,360470001001,2021,250000,820,0,0,0
New York city,360470001002,2021,111184,341,74,15,59
New York city,360470001003,2021,162813,1582,29,13,16
New York city,360470001004,2021,102581,1702,141,19,122
New York city,360470002001,2021,58882,821,339,74,265
New York city,360470003012,2021,250000,1139,70,70,0
New York city,360470003013,2021,145250,850,31,14,17
New York city,360470003014,2021,243155,808,8,8,0
New York city,360470003015,2021,203235,418,0,0,0
New York city,360470005011,2021,131731,1346,65,16,49
New York city,360470005012,2021,197634,1000,70,22,48
New York city,360470005013,2021,129896,864,20,6,14
New York city,360470005021,2021,166940,1728,68,38,30
New York city,360470005022,2021,144609,928,22,22,0
New York city,360470007001,2021,226544,1787,132,120,12
New York city,360470007002,2021,188523,683,80,80,0
New York city,360470007003,2021,156763,1295,20,17,3
New York city,360470009001,2021,220398,2440,33,19,14
New York city,360470009002,2021,154275,1770,17,10,7
New York city,360470011001,2021,154167,1380,128,66,62
New York city,360470013001,2021,125673,1775,216,137,79
New York city,360470020001,2021,70703,650,59,27,32
New York city,360470020002,2021,52361,955,181,0,181
New York city,360470021001,2021,250000,1863,0,0,0
New York city,360470021002,2021,250000,2312,237,207,30
New York city,360470021003,2021,179948,1128,0,0,0
New York city,360470022001,2021,38207,602,387,165,222
New York city,360470022002,2021,43250,795,515,96,419
New York city,360470022003,2021,52656,953,0,0,0
New York city,360470023001,2021,19583,812,753,72,681
New York city,360470023002,2021,20390,704,924,381,543
New York city,360470023003,2021,32115,544,524,120,404
New York city,360470029011,2021,23043,1689,1466,588,878
New York city,360470030001,2021,113659,919,47,12,35
New York city,360470030002,2021,76394,675,95,16,79
New York city,360470033001,2021,147426,1223,190,44,146
New York city,360470033002,2021,115714,2738,412,292,120
New York city,360470034001,2021,69063,965,48,0,48
New York city,360470034002,2021,98458,1404,48,28,20
New York city,360470034003,2021,82813,1004,67,67,0
New York city,360470035001,2021,143333,1295,134,87,47
New York city,360470035002,2021,85938,774,80,29,51
New York city,360470036001,2021,86667,854,120,19,101
New York city,360470036002,2021,56382,1267,407,103,304
New York city,360470036003,2021,95323,1024,22,0,22
New York city,360470037001,2021,144732,2845,282,188,94
New York city,360470038001,2021,132865,1427,85,10,75
New York city,360470039001,2021,135592,1021,102,11,91
New York city,360470039002,2021,96131,495,14,14,0
New York city,360470039003,2021,172273,539,178,160,18
New York city,360470041001,2021,152679,1517,225,193,32
New York city,360470041002,2021,226500,858,15,15,0
New York city,360470041003,2021,196850,585,94,0,94
New York city,360470043003,2021,129000,531,38,33,5
New York city,360470043004,2021,143500,1520,202,45,157
New York city,360470044001,2021,178333,1253,23,10,13
New York city,360470044002,2021,92656,959,100,32,68
New York city,360470045001,2021,126908,1313,44,44,0
New York city,360470045002,2021,151818,855,44,33,11
New York city,360470045003,2021,151210,721,1,1,0
New York city,360470045004,2021,194250,587,48,14,34
New York city,360470046001,2021,122813,1291,95,89,6
New York city,360470047001,2021,122969,1766,146,59,87
New York city,360470049001,2021,250000,791,121,0,121
New York city,360470049002,2021,133854,845,34,27,7
New York city,360470049003,2021,141042,629,28,0,28
New York city,360470050001,2021,72260,799,12,12,0
New York city,360470050002,2021,131935,779,65,21,44
New York city,360470050003,2021,167625,742,8,8,0
New York city,360470051001,2021,143073,465,59,38,21
New York city,360470051002,2021,225625,1616,17,0,17
New York city,360470051003,2021,124471,738,42,42,0
New York city,360470052011,2021,59400,1347,312,76,236
New York city,360470052021,2021,123523,1120,21,21,0
New York city,360470052022,2021,79375,1420,156,25,131
New York city,360470054001,2021,74842,1659,87,63,24
New York city,360470054002,2021,80811,653,58,45,13
New York city,360470054003,2021,59504,814,93,21,72
New York city,360470056012,2021,70888,985,42,11,31
New York city,360470056021,2021,77348,1803,64,31,33
New York city,360470058001,2021,58516,865,130,83,47
New York city,360470058002,2021,60313,1360,107,31,76
New York city,360470058003,2021,126600,561,43,0,43
New York city,360470059001,2021,87083,848,41,41,0
New York city,360470059002,2021,78942,307,33,11,22
New York city,360470060001,2021,58669,1611,109,26,83
New York city,360470060002,2021,77344,851,70,28,42
New York city,360470060003,2021,95000,875,0,0,0
New York city,360470062001,2021,88250,1270,62,27,35
New York city,360470062002,2021,36250,394,346,134,212
New York city,360470062003,2021,175972,421,27,27,0
New York city,360470063001,2021,163563,881,152,142,10
New York city,360470063002,2021,121000,1210,41,20,21
New York city,360470064001,2021,96894,718,26,8,18
New York city,360470064002,2021,83636,745,156,86,70
New York city,360470064003,2021,90096,1371,244,225,19
New York city,360470065001,2021,176964,1343,34,34,0
New York city,360470065002,2021,172851,830,25,25,0
New York city,360470065003,2021,168563,340,0,0,0
New York city,360470065004,2021,180313,972,14,14,0
New York city,360470065005,2021,192639,517,51,51,0
New York city,360470065006,2021,206597,1744,141,126,15
New York city,360470066001,2021,64167,824,228,2,226
New York city,360470066002,2021,48646,809,53,44,9
New York city,360470066003,2021,91107,1598,384,166,218
New York city,360470067001,2021,180625,439,105,88,17
New York city,360470067002,2021,231389,1222,13,13,0
New York city,360470067003,2021,200139,733,36,25,11
New York city,360470067004,2021,117292,591,52,29,23
New York city,360470067005,2021,221786,877,0,0,0
New York city,360470068001,2021,83333,950,345,207,138
New York city,360470068002,2021,59537,1569,209,150,59
New York city,360470068003,2021,117132,723,79,12,67
New York city,360470070001,2021,70179,1655,92,79,13
New York city,360470070002,2021,100625,843,31,19,12
New York city,360470071001,2021,115938,1022,85,71,14
New York city,360470071002,2021,37744,1861,868,273,595
New York city,360470071003,2021,19762,622,211,137,74
New York city,360470072001,2021,46094,1300,543,187,356
New York city,360470074001,2021,62429,1224,280,99,181
New York city,360470074002,2021,65400,1336,428,49,379
New York city,360470074003,2021,87639,627,0,0,0
New York city,360470074004,2021,62852,1270,299,83,216
New York city,360470075001,2021,126667,1330,76,3,73
New York city,360470075002,2021,185671,966,33,0,33
New York city,360470075003,2021,125313,907,73,73,0
New York city,360470075004,2021,143828,729,15,15,0
New York city,360470076001,2021,62742,1938,352,165,187
New York city,360470076002,2021,42000,801,482,70,412
New York city,360470076003,2021,59954,1397,357,149,208
New York city,360470077001,2021,185786,1726,156,38,118
New York city,360470077002,2021,160481,1378,12,7,5
New York city,360470077003,2021,163906,1475,16,0,16
New York city,360470077004,2021,175156,1448,0,0,0
New York city,360470078001,2021,73264,1256,110,23,87
New York city,360470078002,2021,45179,1288,260,19,241
New York city,360470078003,2021,61761,1016,245,26,219
New York city,360470078004,2021,84844,579,214,83,131
New York city,360470080001,2021,77232,1747,149,120,29
New York city,360470080002,2021,58690,790,79,72,7
New York city,360470080003,2021,65417,612,194,137,57
New York city,360470082001,2021,70598,660,277,277,0
New York city,360470082002,2021,26366,1122,245,134,111
New York city,360470084001,2021,95573,696,291,48,243
New York city,360470084002,2021,74338,1785,64,20,44
New York city,360470085001,2021,14025,521,2162,458,1704
New York city,360470085002,2021,40984,1521,691,579,112
New York city,360470085003,2021,11793,1435,1082,389,693
New York city,360470088001,2021,49623,1241,95,69,26
New York city,360470088002,2021,100321,944,227,54,173
New York city,360470096001,2021,55530,1004,257,120,137
New York city,360470096002,2021,55682,1434,410,334,76
New York city,360470096003,2021,104028,956,240,33,207
New York city,360470098001,2021,48571,1222,488,130,358
New York city,360470098002,2021,73750,1478,421,155,266
New York city,360470098003,2021,43700,1156,176,41,135
New York city,360470098004,2021,58594,851,403,39,364
New York city,360470100001,2021,38482,541,187,32,155
New York city,360470100002,2021,85417,1660,268,12,256
New York city,360470100003,2021,53063,1559,318,67,251
New York city,360470101001,2021,75682,824,139,43,96
New York city,360470101002,2021,92257,1565,166,62,104
New York city,360470102001,2021,65913,1753,25,25,0
New York city,360470102002,2021,103750,1382,306,49,257
New York city,360470102003,2021,35602,1041,457,214,243
New York city,360470110001,2021,50938,1110,254,159,95
New York city,360470110002,2021,67500,816,284,124,160
New York city,360470112001,2021,38929,1901,773,155,618
New York city,360470112003,2021,52807,860,502,261,241
New York city,360470112004,2021,53004,1140,290,282,8
New York city,360470114001,2021,44028,641,388,119,269
New York city,360470114002,2021,53519,707,480,195,285
New York city,360470114003,2021,62917,794,109,109,0
New York city,360470116001,2021,46713,800,343,152,191
New York city,360470116002,2021,42750,751,535,466,69
New York city,360470116003,2021,37714,869,182,40,142
New York city,360470117001,2021,143438,772,50,0,50
New York city,360470117002,2021,84306,809,68,0,68
New York city,360470117003,2021,88503,958,254,235,19
New York city,360470118002,2021,59851,665,33,0,33
New York city,360470120001,2021,63297,1081,205,83,122
New York city,360470121001,2021,111184,984,32,21,11
New York city,360470121002,2021,104750,858,115,57,58
New York city,360470122001,2021,45515,1222,391,217,174
New York city,360470122002,2021,52984,1646,898,351,547
New York city,360470126001,2021,54943,870,248,74,174
New York city,360470126002,2021,54438,962,286,99,187
New York city,360470126003,2021,58977,426,39,4,35
New York city,360470127001,2021,96955,1444,222,91,131
New York city,360470127002,2021,144559,875,90,36,54
New York city,360470127003,2021,25625,403,831,25,806
New York city,360470128011,2021,55607,1679,513,156,357
New York city,360470129012,2021,165208,912,109,21,88
New York city,360470129013,2021,202348,639,81,62,19
New York city,360470129021,2021,212176,1083,38,34,4
New York city,360470129022,2021,108194,1605,253,127,126
New York city,360470130001,2021,63397,1331,123,38,85
New York city,360470130002,2021,61477,1227,219,179,40
New York city,360470130003,2021,89489,889,0,0,0
New York city,360470130004,2021,93700,735,246,76,170
New York city,360470131001,2021,88250,951,129,76,53
New York city,360470131002,2021,161645,682,112,27,85
New York city,360470131003,2021,210000,1023,102,85,17
New York city,360470132001,2021,47303,512,273,46,227
New York city,360470132002,2021,120583,1493,140,6,134
New York city,360470133001,2021,206250,896,7,7,0
New York city,360470133002,2021,248889,1123,66,58,8
New York city,360470133003,2021,196625,1496,8,8,0
New York city,360470133004,2021,132375,920,44,10,34
New York city,360470134001,2021,78611,1621,160,21,139
New York city,360470134002,2021,111029,1093,234,234,0
New York city,360470134003,2021,107742,1227,130,10,120
