City Name,CBG Code,Year,Median Household Income,Population Above Poverty,Population Below Poverty,Population With A Ratio Of Income To Poverty Level Below 0.5,Population With A Ratio Of Income To Poverty Level Between 0.5 And 0.99
Los Angeles city,60371954004,2021,109643,1278,127,113,14
Los Angeles city,60371955001,2021,118284,1924,49,0,49
Los Angeles city,60371955002,2021,147591,1546,13,13,0
Los Angeles city,60371955003,2021,68811,970,95,67,28
Los Angeles city,60371955004,2021,66250,497,68,68,0
Los Angeles city,60371956002,2021,52604,716,70,62,8
Los Angeles city,60371956003,2021,95500,433,50,30,20
Los Angeles city,60371956004,2021,83889,647,219,217,2
Los Angeles city,60371957101,2021,64172,861,330,150,180
Los Angeles city,60371957102,2021,34286,1060,812,554,258
Los Angeles city,60371957103,2021,49089,793,538,228,310
Los Angeles city,60371957201,2021,65329,977,128,63,65
Los Angeles city,60371957202,2021,62292,608,165,84,81
Los Angeles city,60371958021,2021,72969,1245,192,84,108
Los Angeles city,60371958022,2021,54250,1144,328,123,205
Los Angeles city,60371958031,2021,98636,1258,137,29,108
Los Angeles city,60371958032,2021,68125,813,97,97,0
Los Angeles city,60371958041,2021,61429,989,102,54,48
Los Angeles city,60371958042,2021,90809,1371,257,215,42
Los Angeles city,60371959011,2021,68000,2031,372,172,200
Los Angeles city,60371959021,2021,153750,786,28,28,0
Los Angeles city,60371959022,2021,72813,766,292,171,121
Los Angeles city,60371959031,2021,74564,1056,140,49,91
Los Angeles city,60371959032,2021,67870,642,38,19,19
Los Angeles city,60371972001,2021,60976,1489,144,90,54
Los Angeles city,60371972002,2021,67540,1159,66,20,46
Los Angeles city,60371972003,2021,63750,684,22,0,22
Los Angeles city,60371973001,2021,85469,1587,173,45,128
Los Angeles city,60371973002,2021,81528,846,76,64,12
Los Angeles city,60371973003,2021,90455,1129,133,99,34
Los Angeles city,60371974101,2021,123125,1124,125,40,85
Los Angeles city,60371974102,2021,83478,1444,79,34,45
Los Angeles city,60371974103,2021,91964,864,91,51,40
Los Angeles city,60371974201,2021,95994,1765,154,38,116
Los Angeles city,60371974202,2021,73355,1749,103,30,73
Los Angeles city,60371975001,2021,75221,2044,86,20,66
Los Angeles city,60371975002,2021,60125,801,33,23,10
Los Angeles city,60371975003,2021,101514,893,107,107,0
Los Angeles city,60371976001,2021,79509,504,108,22,86
Los Angeles city,60371976002,2021,75759,1378,224,54,170
Los Angeles city,60371977001,2021,53208,1892,417,127,290
Los Angeles city,60371977002,2021,103636,1032,147,58,89
Los Angeles city,60371977003,2021,47125,1224,357,122,235
Los Angeles city,60371991101,2021,74712,888,86,35,51
Los Angeles city,60371991102,2021,78309,1517,285,107,178
Los Angeles city,60371991201,2021,32969,1521,901,304,597
Los Angeles city,60371991202,2021,57593,1034,269,170,99
Los Angeles city,60371992011,2021,81625,806,19,19,0
Los Angeles city,60371992021,2021,103438,1269,190,27,163
Los Angeles city,60371992022,2021,54964,1075,273,67,206
Los Angeles city,60371993001,2021,177727,1063,116,93,23
Los Angeles city,60371993002,2021,91186,2574,492,283,209
Los Angeles city,60371994002,2021,47778,1277,575,155,420
Los Angeles city,60371994003,2021,51250,1373,813,481,332
Los Angeles city,60371997001,2021,71094,935,226,63,163
Los Angeles city,60371997002,2021,33015,1096,683,201,482
Los Angeles city,60371999001,2021,36319,1170,339,91,248
Los Angeles city,60371999002,2021,49750,901,130,55,75
Los Angeles city,60372011101,2021,95000,861,119,58,61
Los Angeles city,60372011102,2021,93542,1157,194,168,26
Los Angeles city,60372011201,2021,65313,1616,340,150,190
Los Angeles city,60372011202,2021,111029,1372,158,34,124
Los Angeles city,60372011203,2021,102143,568,31,0,31
Los Angeles city,60372012001,2021,55845,2477,314,71,243
Los Angeles city,60372013011,2021,64327,1114,174,7,167
Los Angeles city,60372013012,2021,82398,1796,469,181,288
Los Angeles city,60372013021,2021,64103,793,119,18,101
Los Angeles city,60372013022,2021,124167,1360,87,66,21
Los Angeles city,60372013023,2021,105737,1344,174,66,108
Los Angeles city,60372014011,2021,55924,2015,585,199,386
Los Angeles city,60372014012,2021,61023,1384,468,376,92
Los Angeles city,60372014021,2021,59844,1661,448,106,342
Los Angeles city,60372014022,2021,75083,1201,338,8,330
Los Angeles city,60372014023,2021,58922,586,190,0,190
Los Angeles city,60372015011,2021,63523,1092,206,139,67
Los Angeles city,60372015012,2021,73594,1007,126,87,39
Los Angeles city,60372015013,2021,70804,964,290,118,172
Los Angeles city,60372015031,2021,49297,1285,292,72,220
Los Angeles city,60372015032,2021,64706,1443,136,73,63
Los Angeles city,60372015041,2021,71058,1695,323,85,238
Los Angeles city,60372016011,2021,52115,1915,486,185,301
Los Angeles city,60372016021,2021,50268,585,99,81,18
Los Angeles city,60372016022,2021,83850,1316,107,9,98
Los Angeles city,60372016023,2021,61625,686,136,43,93
Los Angeles city,60372017001,2021,77188,837,216,114,102
Los Angeles city,60372017002,2021,68250,1407,44,23,21
Los Angeles city,60372017003,2021,52500,1182,375,336,39
Los Angeles city,60372031002,2021,73571,2099,206,50,156
Los Angeles city,60372031003,2021,24803,568,733,203,530
Los Angeles city,60372032001,2021,53750,1363,162,68,94
Los Angeles city,60372032002,2021,62599,1615,953,204,749
Los Angeles city,60372033001,2021,55950,892,290,159,131
Los Angeles city,60372035001,2021,55625,433,236,45,191
Los Angeles city,60372035002,2021,43036,1043,429,168,261
Los Angeles city,60372035003,2021,34155,650,251,81,170
Los Angeles city,60372037101,2021,67679,1604,293,87,206
Los Angeles city,60372037102,2021,64236,1327,288,100,188
Los Angeles city,60372037201,2021,44100,1763,705,303,402
Los Angeles city,60372037202,2021,69821,1286,128,73,55
Los Angeles city,60372038003,2021,68309,1029,315,55,260
Los Angeles city,60372038004,2021,38889,755,233,6,227
Los Angeles city,60372039001,2021,59097,780,287,70,217
Los Angeles city,60372039002,2021,78654,1723,236,212,24
Los Angeles city,60372041101,2021,71771,1130,42,37,5
Los Angeles city,60372041103,2021,60000,786,553,285,268
Los Angeles city,60372041201,2021,55921,1341,74,15,59
Los Angeles city,60372041202,2021,70813,1082,141,54,87
Los Angeles city,60372042001,2021,56250,1665,416,246,170
Los Angeles city,60372042002,2021,30700,872,506,332,174
Los Angeles city,60372043001,2021,65699,2105,345,212,133
Los Angeles city,60372043002,2021,58553,634,178,16,162
Los Angeles city,60372043003,2021,36063,1260,752,238,514
Los Angeles city,60372044101,2021,68750,926,292,50,242
Los Angeles city,60372044102,2021,55268,1132,254,173,81
Los Angeles city,60372044201,2021,37857,1613,572,180,392
Los Angeles city,60372044202,2021,64250,749,133,83,50
Los Angeles city,60372046001,2021,40859,2105,475,155,320
Los Angeles city,60372046002,2021,58250,1276,199,45,154
Los Angeles city,60372047001,2021,55972,1705,404,230,174
Los Angeles city,60372047002,2021,64348,1194,226,205,21
Los Angeles city,60372048101,2021,50710,2020,443,227,216
Los Angeles city,60372048102,2021,78090,608,58,33,25
Los Angeles city,60372048103,2021,37841,1428,390,240,150
Los Angeles city,60372048201,2021,38942,489,319,76,243
Los Angeles city,60372048202,2021,69271,1315,119,12,107
Los Angeles city,60372049101,2021,38939,1163,775,346,429
Los Angeles city,60372049201,2021,75398,1254,275,119,156
Los Angeles city,60372049202,2021,54375,808,198,0,198
Los Angeles city,60372051101,2021,53581,2032,581,101,480
Los Angeles city,60372051201,2021,30051,1400,1065,727,338
Los Angeles city,60372051202,2021,36287,843,333,23,310
Los Angeles city,60372060101,2021,83946,1897,532,205,327
Los Angeles city,60372060102,2021,17111,757,678,125,553
Los Angeles city,60372060201,2021,116500,434,65,55,10
Los Angeles city,60372060501,2021,41750,1705,464,132,332
Los Angeles city,60372071011,2021,32721,1615,700,261,439
Los Angeles city,60372071021,2021,31071,1961,1142,310,832
Los Angeles city,60372071031,2021,75735,580,102,58,44
Los Angeles city,60372071032,2021,20957,942,431,258,173
Los Angeles city,60372074001,2021,72750,1063,377,229,148
Los Angeles city,60372075011,2021,114375,966,315,188,127
Los Angeles city,60372075021,2021,12092,613,607,154,453
Los Angeles city,60372083011,2021,50774,1376,692,207,485
Los Angeles city,60372083021,2021,77619,518,123,37,86
Los Angeles city,60372083022,2021,72888,1035,204,104,100
Los Angeles city,60372083023,2021,39342,2070,1057,357,700
Los Angeles city,60372084011,2021,44330,1271,388,160,228
Los Angeles city,60372084012,2021,53036,1827,706,188,518
Los Angeles city,60372084021,2021,65385,1189,331,97,234
Los Angeles city,60372084022,2021,60000,1080,200,32,168
Los Angeles city,60372085011,2021,69167,858,426,261,165
Los Angeles city,60372085012,2021,62708,1113,181,37,144
Los Angeles city,60372085021,2021,61458,1254,102,51,51
Los Angeles city,60372085022,2021,30081,928,447,62,385
Los Angeles city,60372085023,2021,51141,893,342,290,52
Los Angeles city,60372086101,2021,85679,1407,284,121,163
Los Angeles city,60372086102,2021,59167,2249,430,22,408
Los Angeles city,60372086201,2021,74643,996,55,35,20
Los Angeles city,60372086202,2021,55543,1242,313,123,190
Los Angeles city,60372086203,2021,68000,953,439,366,73
Los Angeles city,60372087101,2021,61630,2192,250,134,116
Los Angeles city,60372087201,2021,29726,1234,1131,362,769
Los Angeles city,60372087202,2021,58375,944,293,143,150
Los Angeles city,60372088011,2021,43170,1736,485,235,250
Los Angeles city,60372088012,2021,36196,618,213,58,155
Los Angeles city,60372088021,2021,49295,1551,295,163,132
Los Angeles city,60372088022,2021,26311,813,205,158,47
Los Angeles city,60372089021,2021,31393,1019,743,183,560
Los Angeles city,60372089022,2021,36750,494,205,106,99
Los Angeles city,60372089031,2021,48393,1113,1282,380,902
Los Angeles city,60372089032,2021,28197,728,559,252,307
Los Angeles city,60372089041,2021,20345,1102,844,499,345
Los Angeles city,60372089042,2021,31198,1133,1027,208,819
Los Angeles city,60372091031,2021,24412,595,1033,369,664
Los Angeles city,60372091041,2021,32393,1581,908,217,691
Los Angeles city,60372093001,2021,19364,969,825,363,462
Los Angeles city,60372093002,2021,30476,945,890,477,413
Los Angeles city,60372094011,2021,58106,1595,328,226,102
Los Angeles city,60372094012,2021,23094,921,898,104,794
Los Angeles city,60372094021,2021,34773,897,648,270,378
Los Angeles city,60372094022,2021,60433,1809,558,477,81
Los Angeles city,60372094031,2021,29415,1517,548,318,230
Los Angeles city,60372095101,2021,28618,497,317,169,148
Los Angeles city,60372095102,2021,38082,1498,553,134,419
Los Angeles city,60372095201,2021,37162,1251,552,177,375
Los Angeles city,60372095202,2021,35536,577,298,157,141
Los Angeles city,60372098101,2021,33977,678,431,165,266
Los Angeles city,60372098102,2021,32546,912,275,120,155
Los Angeles city,60372098201,2021,52500,1339,374,170,204
Los Angeles city,60372098202,2021,26023,640,384,124,260
Los Angeles city,60372100101,2021,25811,624,440,112,328
Los Angeles city,60372100102,2021,48073,1003,202,162,40
Los Angeles city,60372100103,2021,24429,487,498,287,211
Los Angeles city,60372110001,2021,152083,658,42,19,23
Los Angeles city,60372110002,2021,250000,483,14,0,14
Los Angeles city,60372110003,2021,107361,823,22,22,0
Los Angeles city,60372110004,2021,76343,1535,228,112,116
Los Angeles city,60372110005,2021,250000,1355,40,38,2
Los Angeles city,60372111211,2021,80154,799,102,34,68
Los Angeles city,60372111212,2021,49375,1153,158,119,39
Los Angeles city,60372111221,2021,39077,816,388,242,146
Los Angeles city,60372111222,2021,60417,1174,372,230,142
Los Angeles city,60372112011,2021,53006,705,73,22,51
Los Angeles city,60372112012,2021,63750,1358,466,152,314
Los Angeles city,60372112021,2021,45694,1712,574,93,481
Los Angeles city,60372113101,2021,45668,1298,424,105,319
Los Angeles city,60372113102,2021,41895,1523,252,76,176
Los Angeles city,60372113201,2021,47465,628,114,43,71
Los Angeles city,60372113202,2021,28194,1861,796,468,328
Los Angeles city,60372114101,2021,43448,2242,139,87,52
Los Angeles city,60372114102,2021,58782,480,108,54,54
Los Angeles city,60372114201,2021,51996,1942,163,41,122
Los Angeles city,60372114202,2021,50966,1127,199,137,62
Los Angeles city,60372115001,2021,82500,736,102,18,84
Los Angeles city,60372115002,2021,60776,2063,185,28,157
Los Angeles city,60372115003,2021,250000,822,161,20,141
Los Angeles city,60372117011,2021,89698,925,103,30,73
Los Angeles city,60372117031,2021,54202,2061,36,4,32
Los Angeles city,60372117032,2021,55833,1879,613,200,413
Los Angeles city,60372117041,2021,37386,661,202,60,142
Los Angeles city,60372117042,2021,36833,1451,385,186,199
Los Angeles city,60372118021,2021,28081,1477,443,207,236
Los Angeles city,60372118022,2021,68063,1330,400,160,240
Los Angeles city,60372118031,2021,38203,1112,426,374,52
Los Angeles city,60372118032,2021,64960,1629,159,138,21
Los Angeles city,60372118041,2021,41402,783,88,76,12
Los Angeles city,60372118042,2021,43859,1735,500,70,430
Los Angeles city,60372119101,2021,43958,1083,201,114,87
Los Angeles city,60372119102,2021,57292,1274,86,73,13
Los Angeles city,60372119103,2021,62801,1234,197,15,182
Los Angeles city,60372119211,2021,34309,1533,728,323,405
Los Angeles city,60372119221,2021,51659,996,200,28,172
Los Angeles city,60372119222,2021,43914,2063,415,305,110
Los Angeles city,60372121011,2021,47773,664,218,176,42
Los Angeles city,60372121012,2021,56250,1360,452,169,283
Los Angeles city,60372121021,2021,22563,629,120,8,112
Los Angeles city,60372121022,2021,40871,1481,344,71,273
Los Angeles city,60372122021,2021,40392,1377,672,280,392
Los Angeles city,60372122022,2021,33482,879,309,139,170
Los Angeles city,60372122031,2021,63472,979,183,140,43
Los Angeles city,60372122032,2021,22238,754,610,193,417
Los Angeles city,60372122041,2021,37372,1279,250,165,85
Los Angeles city,60372122042,2021,27727,899,520,88,432
Los Angeles city,60372123031,2021,29479,729,1035,345,690
Los Angeles city,60372123041,2021,36645,1245,357,52,305
Los Angeles city,60372123051,2021,32898,1834,936,477,459
Los Angeles city,60372123061,2021,63929,1364,276,116,160
Los Angeles city,60372123062,2021,36505,902,544,376,168
Los Angeles city,60372124101,2021,90625,963,76,76,0
Los Angeles city,60372124102,2021,40250,1058,153,46,107
Los Angeles city,60372124201,2021,42287,1438,477,82,395
Los Angeles city,60372124202,2021,43821,834,477,11,466
Los Angeles city,60372125011,2021,49615,1605,259,69,190
Los Angeles city,60372125021,2021,70938,1074,205,153,52
Los Angeles city,60372125022,2021,56296,1191,315,116,199
Los Angeles city,60372126101,2021,48971,1480,329,131,198
Los Angeles city,60372126102,2021,52210,1855,382,134,248
Los Angeles city,60372126201,2021,42692,1256,517,244,273
Los Angeles city,60372126202,2021,56902,1788,392,180,212
Los Angeles city,60372127011,2021,71357,1922,182,76,106
Los Angeles city,60372127021,2021,93201,1483,97,49,48
Los Angeles city,60372127022,2021,50000,1043,548,239,309
Los Angeles city,60372128001,2021,92222,1558,59,51,8
Los Angeles city,60372128002,2021,39219,899,132,66,66
Los Angeles city,60372128003,2021,38854,636,93,75,18
Los Angeles city,60372129001,2021,76827,1250,140,95,45
Los Angeles city,60372129002,2021,39258,1837,708,524,184
Los Angeles city,60372131001,2021,41635,1309,527,93,434
Los Angeles city,60372131002,2021,80278,834,181,146,35
Los Angeles city,60372132011,2021,38326,1064,305,98,207
Los Angeles city,60372132012,2021,36471,980,364,238,126
Los Angeles city,60372132013,2021,38750,1019,286,71,215
Los Angeles city,60372132021,2021,58240,1166,520,166,354
Los Angeles city,60372132022,2021,41296,1651,481,246,235
Los Angeles city,60372133101,2021,62283,896,318,151,167
Los Angeles city,60372133102,2021,51429,1055,267,198,69
Los Angeles city,60372133201,2021,24564,1130,518,194,324
Los Angeles city,60372133202,2021,30230,659,124,29,95
Los Angeles city,60372134011,2021,27778,1429,705,275,430
Los Angeles city,60372134012,2021,63426,1098,128,0,128
Los Angeles city,60372134021,2021,53364,1985,326,58,268
Los Angeles city,60372134022,2021,50885,758,174,53,121
Los Angeles city,60372134023,2021,33229,1074,390,127,263
Los Angeles city,60372140001,2021,187813,1258,0,0,0
Los Angeles city,60372140003,2021,155066,1001,77,58,19
Los Angeles city,60372140004,2021,180625,991,12,0,12
Los Angeles city,60372141001,2021,93125,866,78,0,78
Los Angeles city,60372141002,2021,250000,794,0,0,0
Los Angeles city,60372141003,2021,81994,559,17,17,0
Los Angeles city,60372141004,2021,108370,1209,9,9,0
Los Angeles city,60372144001,2021,90156,939,86,34,52
Los Angeles city,60372144002,2021,108333,1014,125,85,40
Los Angeles city,60372144003,2021,87321,743,158,62,96
Los Angeles city,60372145011,2021,94426,493,38,38,0
Los Angeles city,60372145012,2021,102188,1195,133,77,56
Los Angeles city,60372145013,2021,100064,1577,173,101,72
Los Angeles city,60372145031,2021,44167,729,283,242,41
Los Angeles city,60372145032,2021,86750,1606,130,116,14
Los Angeles city,60372145033,2021,80488,496,29,7,22
Los Angeles city,60372146001,2021,106467,629,42,33,9
Los Angeles city,60372146002,2021,119048,600,103,70,33
Los Angeles city,60372146003,2021,123750,773,71,30,41
Los Angeles city,60372147001,2021,114438,529,88,72,16
Los Angeles city,60372147002,2021,144079,833,56,50,6
Los Angeles city,60372147003,2021,133125,679,45,38,7
Los Angeles city,60372148001,2021,118500,1092,114,114,0
Los Angeles city,60372148002,2021,105455,519,78,31,47
Los Angeles city,60372149021,2021,97250,922,3,3,0
Los Angeles city,60372149022,2021,102511,1246,209,20,189
Los Angeles city,60372151011,2021,103533,1615,124,37,87
Los Angeles city,60372151012,2021,58068,916,190,159,31
Los Angeles city,60372151021,2021,71797,1004,149,34,115
Los Angeles city,60372151022,2021,80313,375,72,38,34
Los Angeles city,60372161001,2021,142104,558,63,19,44
Los Angeles city,60372161002,2021,128068,672,125,4,121
Los Angeles city,60372161003,2021,110179,580,5,0,5
Los Angeles city,60372164011,2021,75682,1262,203,160,43
Los Angeles city,60372164012,2021,130069,836,60,60,0
Los Angeles city,60372164021,2021,84306,1265,198,42,156
Los Angeles city,60372164022,2021,88358,1046,103,87,16
Los Angeles city,60372167001,2021,76319,1070,95,21,74
Los Angeles city,60372167002,2021,95486,916,130,59,71
Los Angeles city,60372167003,2021,130189,929,65,0,65
Los Angeles city,60372168001,2021,146250,741,57,46,11
Los Angeles city,60372168002,2021,116447,1282,38,0,38
Los Angeles city,60372168003,2021,83500,451,30,30,0
Los Angeles city,60372168004,2021,168438,552,24,16,8
Los Angeles city,60372170011,2021,108250,1205,45,25,20
Los Angeles city,60372170012,2021,91786,806,62,17,45
Los Angeles city,60372170013,2021,111875,595,14,0,14
Los Angeles city,60372170021,2021,68984,1197,147,0,147
Los Angeles city,60372170022,2021,98047,1202,84,18,66
Los Angeles city,60372170023,2021,128243,1542,333,53,280
Los Angeles city,60372172001,2021,86750,657,83,28,55
Los Angeles city,60372172002,2021,105000,737,34,0,34
Los Angeles city,60372172003,2021,71563,805,74,74,0
Los Angeles city,60372172004,2021,40761,1315,134,55,79
Los Angeles city,60372181101,2021,45333,1755,662,288,374
Los Angeles city,60372181102,2021,39900,889,256,221,35
Los Angeles city,60372181201,2021,33750,1374,651,510,141
Los Angeles city,60372181202,2021,40123,682,33,0,33
Los Angeles city,60372181203,2021,72917,909,85,62,23
Los Angeles city,60372182101,2021,39500,1036,154,91,63
Los Angeles city,60372182102,2021,39176,728,283,145,138
Los Angeles city,60372182103,2021,50943,1048,224,16,208
Los Angeles city,60372182201,2021,130357,954,66,41,25
Los Angeles city,60372182202,2021,60938,1740,293,82,211
Los Angeles city,60372182203,2021,46818,713,82,39,43
Los Angeles city,60372183001,2021,56458,1244,394,2,392
Los Angeles city,60372183002,2021,42683,564,88,0,88
Los Angeles city,60372183003,2021,76806,627,37,0,37
Los Angeles city,60372183004,2021,54265,1182,284,248,36
Los Angeles city,60372183005,2021,120097,1325,79,79,0
Los Angeles city,60372184001,2021,69176,1358,156,48,108
Los Angeles city,60372184002,2021,68875,923,36,36,0
Los Angeles city,60372185002,2021,48462,1092,329,134,195
Los Angeles city,60372186001,2021,63750,506,114,98,16
Los Angeles city,60372186002,2021,63661,687,93,24,69
Los Angeles city,60372186003,2021,63077,1353,160,73,87
Los Angeles city,60372187011,2021,52992,669,248,39,209
Los Angeles city,60372187012,2021,62206,1079,121,37,84
Los Angeles city,60372187021,2021,54375,1118,104,94,10
Los Angeles city,60372187022,2021,42037,710,401,91,310
Los Angeles city,60372188001,2021,45335,1190,425,229,196
Los Angeles city,60372188002,2021,56667,804,150,92,58
Los Angeles city,60372189001,2021,62813,1213,187,71,116
Los Angeles city,60372189002,2021,37188,948,525,121,404
Los Angeles city,60372189003,2021,51063,2443,354,256,98
Los Angeles city,60372190101,2021,39840,1361,267,182,85
Los Angeles city,60372190102,2021,63750,1319,95,49,46
Los Angeles city,60372190201,2021,56908,1170,778,275,503
Los Angeles city,60372190202,2021,63466,1423,427,232,195
Los Angeles city,60372190203,2021,66813,1044,328,144,184
Los Angeles city,60372193001,2021,84250,1226,137,124,13
Los Angeles city,60372193002,2021,46438,622,174,97,77
Los Angeles city,60372193003,2021,41250,1261,375,145,230
Los Angeles city,60372195001,2021,82083,616,63,48,15
Los Angeles city,60372195002,2021,91300,1199,52,47,5
Los Angeles city,60372197001,2021,66141,1239,106,55,51
Los Angeles city,60372197002,2021,32785,727,131,46,85
Los Angeles city,60372197003,2021,59787,1758,487,24,463
Los Angeles city,60372198001,2021,64167,786,197,77,120
Los Angeles city,60372198002,2021,49071,925,178,105,73
Los Angeles city,60372198003,2021,62708,814,94,35,59
Los Angeles city,60372199011,2021,50455,814,225,117,108
Los Angeles city,60372199012,2021,47651,2196,363,207,156
Los Angeles city,60372199013,2021,54167,1034,61,37,24
Los Angeles city,60372199021,2021,67165,1793,446,90,356
Los Angeles city,60372199022,2021,75174,642,15,12,3
Los Angeles city,60372199023,2021,111806,391,20,7,13
Los Angeles city,60372200001,2021,87972,1079,141,98,43
Los Angeles city,60372200002,2021,81071,1015,37,0,37
Los Angeles city,60372200003,2021,60850,543,0,0,0
Los Angeles city,60372200004,2021,14430,209,548,44,504
Los Angeles city,60372200005,2021,35506,520,365,261,104
Los Angeles city,60372201002,2021,36023,595,115,60,55
Los Angeles city,60372211102,2021,43202,2109,1051,292,759
Los Angeles city,60372211201,2021,60750,1197,399,114,285
Los Angeles city,60372211202,2021,46118,1036,406,71,335
Los Angeles city,60372212101,2021,48393,870,123,11,112
Los Angeles city,60372212102,2021,60822,1910,362,171,191
Los Angeles city,60372212201,2021,36888,773,252,79,173
Los Angeles city,60372212202,2021,70625,1712,365,114,251
Los Angeles city,60372213021,2021,48692,1572,428,179,249
Los Angeles city,60372213022,2021,30554,1405,446,154,292
Los Angeles city,60372213031,2021,41932,970,403,47,356
Los Angeles city,60372213032,2021,39519,557,449,210,239
Los Angeles city,60372213041,2021,45074,2025,559,103,456
Los Angeles city,60372213042,2021,45947,1083,111,52,59
Los Angeles city,60372214011,2021,56540,732,222,66,156
Los Angeles city,60372214012,2021,26731,1440,516,223,293
Los Angeles city,60372214021,2021,39432,1198,317,118,199
Los Angeles city,60372214022,2021,49286,961,274,22,252
Los Angeles city,60372215001,2021,22500,916,645,393,252
Los Angeles city,60372215002,2021,93371,1294,681,259,422
Los Angeles city,60372216011,2021,41198,1362,367,224,143
Los Angeles city,60372216012,2021,59276,990,289,164,125
Los Angeles city,60372216021,2021,47396,787,263,132,131
Los Angeles city,60372216022,2021,53523,1326,273,74,199
Los Angeles city,60372217101,2021,53145,1142,441,193,248
Los Angeles city,60372217102,2021,35833,802,469,133,336
Los Angeles city,60372218101,2021,39531,828,431,317,114
Los Angeles city,60372218102,2021,23179,599,849,623,226
Los Angeles city,60372218202,2021,14363,565,677,559,118
Los Angeles city,60372219001,2021,12141,392,972,676,296
Los Angeles city,60372219002,2021,45813,607,462,234,228
Los Angeles city,60372220011,2021,65885,1324,291,28,263
Los Angeles city,60372220012,2021,86375,1252,70,17,53
Los Angeles city,60372220021,2021,29531,931,374,148,226
Los Angeles city,60372220022,2021,100321,850,341,303,38
Los Angeles city,60372220023,2021,49375,600,449,317,132
Los Angeles city,60372220024,2021,77833,1456,39,21,18
Los Angeles city,60372221001,2021,54118,1709,217,170,47
Los Angeles city,60372221002,2021,62969,1454,180,54,126
Los Angeles city,60372221003,2021,148571,696,8,5,3
Los Angeles city,60372222001,2021,40595,1855,471,354,117
Los Angeles city,60372222002,2021,51027,1186,530,167,363
Los Angeles city,60372225001,2021,64886,889,269,0,269
Los Angeles city,60372225002,2021,71000,1939,375,210,165
Los Angeles city,60372225003,2021,62222,1283,132,71,61
Los Angeles city,60372226001,2021,27198,606,529,161,368
Los Angeles city,60372226002,2021,46023,1852,1203,1028,175
Los Angeles city,60372226003,2021,54213,1054,176,83,93
Los Angeles city,60372240101,2021,30417,989,338,182,156
Los Angeles city,60372240102,2021,45433,1209,397,145,252
Los Angeles city,60372240201,2021,29054,572,203,135,68
Los Angeles city,60372240202,2021,30823,993,869,455,414
Los Angeles city,60372242001,2021,34034,1034,383,71,312
Los Angeles city,60372242002,2021,48523,782,189,91,98
Los Angeles city,60372243101,2021,57895,640,132,20,112
Los Angeles city,60372243102,2021,48214,843,526,289,237
Los Angeles city,60372243201,2021,27973,1066,627,363,264
Los Angeles city,60372243202,2021,16548,747,685,222,463
Los Angeles city,60372244102,2021,36703,1356,233,58,175
Los Angeles city,60372244201,2021,25898,722,453,105,348
Los Angeles city,60372244202,2021,22078,766,436,138,298
Los Angeles city,60372246001,2021,54321,1765,452,194,258
Los Angeles city,60372246002,2021,40977,728,434,64,370
Los Angeles city,60372260011,2021,32344,1291,934,185,749
Los Angeles city,60372260021,2021,64669,982,226,78,148
Los Angeles city,60372260022,2021,12149,249,450,371,79
Los Angeles city,60372264101,2021,38866,1285,832,172,660
Los Angeles city,60372264102,2021,39271,1024,433,121,312
Los Angeles city,60372264201,2021,24643,933,693,380,313
Los Angeles city,60372264202,2021,63625,1558,172,97,75
Los Angeles city,60372264203,2021,28047,1301,737,87,650
Los Angeles city,60372270101,2021,46331,1251,323,95,228
Los Angeles city,60372270102,2021,44216,1089,431,175,256
Los Angeles city,60372270201,2021,51359,1893,368,68,300
Los Angeles city,60372270202,2021,78512,1265,236,59,177
Los Angeles city,60372281001,2021,67083,1158,490,62,428
Los Angeles city,60372281002,2021,52708,1902,657,283,374
Los Angeles city,60372281003,2021,36250,1159,419,234,185
Los Angeles city,60372282101,2021,31193,1140,657,276,381
Los Angeles city,60372282102,2021,61875,2000,601,238,363
Los Angeles city,60372282201,2021,46538,799,468,91,377
Los Angeles city,60372282202,2021,64500,1266,493,247,246
Los Angeles city,60372282203,2021,51923,1180,580,220,360
Los Angeles city,60372283101,2021,36774,1199,363,159,204
Los Angeles city,60372283102,2021,46131,1041,309,159,150
Los Angeles city,60372283103,2021,45500,1277,266,133,133
Los Angeles city,60372283201,2021,32400,629,396,101,295
Los Angeles city,60372283202,2021,47228,1628,563,81,482
Los Angeles city,60372284101,2021,44628,1315,398,36,362
Los Angeles city,60372284102,2021,44536,1357,305,213,92
Los Angeles city,60372284201,2021,69643,1227,288,185,103
Los Angeles city,60372284202,2021,43500,1209,409,268,141
Los Angeles city,60372285001,2021,29844,1057,1378,846,532
Los Angeles city,60372285002,2021,33403,740,321,80,241
Los Angeles city,60372285003,2021,79429,966,234,47,187
Los Angeles city,60372286001,2021,43295,2100,783,149,634
Los Angeles city,60372286002,2021,42394,1649,662,278,384
Los Angeles city,60372287101,2021,42454,2106,726,214,512
Los Angeles city,60372287102,2021,47782,895,388,22,366
Los Angeles city,60372287201,2021,43512,723,411,191,220
Los Angeles city,60372287202,2021,61023,1273,489,103,386
Los Angeles city,60372287203,2021,52865,1510,568,284,284
Los Angeles city,60372288001,2021,57234,1133,560,359,201
Los Angeles city,60372288002,2021,55446,2187,564,161,403
Los Angeles city,60372288003,2021,27700,653,270,120,150
Los Angeles city,60372289001,2021,53214,1425,534,381,153
Los Angeles city,60372289002,2021,21953,658,457,118,339
Los Angeles city,60372291001,2021,57132,2035,692,295,397
